phage,host,accession,cluster,subcluster,label,source
alexminion,arthrobacter globiformis,,,,1,phagesdb
alexphander,mycobacterium smegmatis,MG962361,,,1,phagesdb
alexus1,gordonia terrae,,,,1,phagesdb
aleypupperoni,gordonia rubripertincta,,,,1,phagesdb
alfalfa,mycobacterium smegmatis,,,,1,phagesdb
alffa,arthrobacter globiformis,,,,1,phagesdb
alfieman,mycobacterium smegmatis,,,,1,phagesdb
alfonsina,arthrobacter globiformis,,,,1,phagesdb
alfonso,gordonia terrae,,,,1,phagesdb
alfonzo,mycobacterium smegmatis,,,,1,phagesdb
alfonzodelrio,mycobacterium smegmatis,,,,1,phagesdb
alfred,mycobacterium smegmatis,,,,1,phagesdb
alfred472,gordonia terrae,,,,1,phagesdb
alfreda,mycobacterium smegmatis,,,,1,phagesdb
alfredo,mycobacterium smegmatis,,,,1,phagesdb
algarin,gordonia terrae,,,,1,phagesdb
algarve,microbacterium paraoxydans,,,,1,phagesdb
algernon,gordonia terrae,,,,1,phagesdb
algernon1775,mycobacterium smegmatis,,,,1,phagesdb
ali17,gordonia terrae,MH669000,,,1,phagesdb
aliamonstrum,rhodococcus equi,,,,1,phagesdb
aliann123,mycobacterium smegmatis,,,,1,phagesdb
alice,mycobacterium smegmatis,JF704092,,,1,phagesdb
aliceemma,curtobacterium flaccumfaciens,,,,1,phagesdb
alicenwndrlnd,mycobacterium smegmatis,,,,1,phagesdb
alicesaturn,mycobacterium smegmatis,,,,1,phagesdb
alicia,mycobacterium smegmatis,,,,1,phagesdb
alicorn,mycobacterium smegmatis,,,,1,phagesdb
alidocious,gordonia terrae,,,,1,phagesdb
aliel,microbacterium foliorum,,,,1,phagesdb
alien,brevibacterium fuscum,,,,1,phagesdb
alien79,arthrobacter sp.,,,,1,phagesdb
alilah,gordonia terrae,,,,1,phagesdb
alimacgrace,microbacterium foliorum,,,,1,phagesdb
alimba,mycobacterium smegmatis,,,,1,phagesdb
alimma,arthrobacter globiformis,,,,1,phagesdb
alina,mycobacterium smegmatis,,,,1,phagesdb
alis,mycobacterium smegmatis,,,,1,phagesdb
alisaann,gordonia terrae,,,,1,phagesdb
alishaph,mycobacterium smegmatis,MH077577,,,1,phagesdb
alister,arthrobacter globiformis,,,,1,phagesdb
aliter,mycobacterium smegmatis,MN369763,,,1,phagesdb
alittlebit,microbacterium foliorum,,,,1,phagesdb
aliza,gordonia terrae,,,,1,phagesdb
aljara,microbacterium foliorum,,,,1,phagesdb
alka,mycobacterium smegmatis,,,,1,phagesdb
alkhayr,mycobacterium smegmatis,PV940988,,,1,phagesdb
alki,microbacterium foliorum,,,,1,phagesdb
alkibs,mycobacterium smegmatis,,,,1,phagesdb
allakazam,mycobacterium smegmatis,,,,1,phagesdb
allana,mycobacterium smegmatis,,,,1,phagesdb
allbusiness,arthrobacter globiformis,PX121516,,,1,phagesdb
alleb,microbacterium paraoxydans,MK376963,,,1,phagesdb
allefix,mycobacterium smegmatis,,,,1,phagesdb
allegro,mycobacterium smegmatis,MZ456036,,,1,phagesdb
allen,mycobacterium smegmatis,,,,1,phagesdb
allendale,mycobacterium smegmatis,,,,1,phagesdb
allene,mycobacterium smegmatis,,,,1,phagesdb
allenray,mycobacterium smegmatis,,,,1,phagesdb
allenrulz,mycobacterium smegmatis,,,,1,phagesdb
alley5119,microbacterium paraoxydans,,,,1,phagesdb
alleycat,mycobacterium smegmatis,MF185717,,,1,phagesdb
allez,gordonia terrae,,,,1,phagesdb
allgood,mycobacterium smegmatis,,,,1,phagesdb
alliance,microbacterium foliorum,,,,1,phagesdb
allie,arthrobacter globiformis,,,,1,phagesdb
alliecat,mycobacterium smegmatis,,,,1,phagesdb
allijana,microbacterium foliorum,,,,1,phagesdb
allisd21,arthrobacter sp.,,,,1,phagesdb
allium,mycobacterium smegmatis,,,,1,phagesdb
allmannupdyke,mycobacterium smegmatis,,,,1,phagesdb
allo,microbacterium foliorum,,,,1,phagesdb
alloment,mycobacterium smegmatis,,,,1,phagesdb
allonsy90,streptomyces griseus,,,,1,phagesdb
allstar,mycobacterium smegmatis,,,,1,phagesdb
alltherage,mycobacterium smegmatis,,,,1,phagesdb
allums,mycobacterium smegmatis,,,,1,phagesdb
allyopi,mycobacterium smegmatis,,,,1,phagesdb
allysonia,gordonia terrae,,,,1,phagesdb
allywally,mycobacterium smegmatis,,,,1,phagesdb
alma,mycobacterium smegmatis,JN699005,,,1,phagesdb
almamatter,arthrobacter globiformis,,,,1,phagesdb
almanzo,microbacterium foliorum,,,,1,phagesdb
almerton,microbacterium foliorum,,,,1,phagesdb
almona,mycobacterium smegmatis,,,,1,phagesdb
almond,arthrobacter globiformis,,,,1,phagesdb
almosawi,gordonia rubripertincta,,,,1,phagesdb
almostfamous,mycobacterium smegmatis,,,,1,phagesdb
almostfriday,gordonia terrae,,,,1,phagesdb
almostphailed,mycobacterium smegmatis,,,,1,phagesdb
alnetta,gordonia terrae,,,,1,phagesdb
alnilam,gordonia rubripertincta,,,,1,phagesdb
aloaparom,mycobacterium smegmatis,,,,1,phagesdb
aloe,microbacterium foliorum,,,,1,phagesdb
aloe25,gordonia rubripertincta,,,,1,phagesdb
aloe3,mycobacterium smegmatis,,,,1,phagesdb
aloeri,mycobacterium smegmatis,PV915895,,,1,phagesdb
aloevera,microbacterium foliorum,PP405138,,,1,phagesdb
aloft,microbacterium foliorum,,,,1,phagesdb
aloha,microbacterium foliorum,,,,1,phagesdb
aloha702,mycobacterium smegmatis,,,,1,phagesdb
aloha808,arthrobacter globiformis,,,,1,phagesdb
alohomora,streptomyces scabiei,,,,1,phagesdb
alohomora2025,microbacterium foliorum,,,,1,phagesdb
aloki,gordonia rubripertincta,,,,1,phagesdb
alone3,streptomyces lividans,OR725492,,,1,phagesdb
alove,microbacterium foliorum,,,,1,phagesdb
aloy,mycobacterium smegmatis,,,,1,phagesdb
aloysius,mycobacterium smegmatis,,,,1,phagesdb
alpaca,mycobacterium smegmatis,,,,1,phagesdb
alpacados,rhodococcus erythropolis,MH271291,,,1,phagesdb
alpacino,streptomyces griseus,,,,1,phagesdb
alpat,mycobacterium smegmatis,,,,1,phagesdb
alpela,mycobacterium smegmatis,,,,1,phagesdb
alpenrose,arthrobacter globiformis,,,,1,phagesdb
alpental,microbacterium foliorum,,,,1,phagesdb
alperk23,mycobacterium smegmatis,,,,1,phagesdb
alph,mycobacterium smegmatis,,,,1,phagesdb
alpha,mycobacterium smegmatis,,,,1,phagesdb
alpha2xsigma,microbacterium foliorum,,,,1,phagesdb
alphacentauri,gordonia terrae,,,,1,phagesdb
alphaepsilon,mycobacterium smegmatis,,,,1,phagesdb
alphagam,microbacterium paraoxydans,,,,1,phagesdb
alphaking,arthrobacter globiformis,,,,1,phagesdb
alphalfa,mycobacterium smegmatis,,,,1,phagesdb
alphaphelix,mycobacterium smegmatis,,,,1,phagesdb
alphavadar,rhodococcus erythropolis,,,,1,phagesdb
alphawolf,mycobacterium smegmatis,,,,1,phagesdb
alphie,mycobacterium smegmatis,,,,1,phagesdb
alphie1,mycobacterium smegmatis,,,,1,phagesdb
alphie13,arthrobacter sp.,,,,1,phagesdb
alphie21,arthrobacter globiformis,,,,1,phagesdb
alphielion,mycobacterium smegmatis,,,,1,phagesdb
alphonse,microbacterium foliorum,,,,1,phagesdb
alphonso19,rhodococcus equi,,,,1,phagesdb
alphord,arthrobacter globiformis,,,,1,phagesdb
alphyn,mycobacterium smegmatis,,,,1,phagesdb
alpine,mycobacterium smegmatis,,,,1,phagesdb
alpine7,mycobacterium smegmatis,,,,1,phagesdb
alpinesix,mycobacterium smegmatis,OR475249,,,1,phagesdb
alsaber,streptomyces azureus,MG298964,,,1,phagesdb
alsatianstar,streptomyces coelicolor,,,,1,phagesdb
alsfro,mycobacterium smegmatis,KJ174156,,,1,phagesdb
alshifaa,arthrobacter sp.,,,,1,phagesdb
altadena,arthrobacter globiformis,OR521058,,,1,phagesdb
altair,mycobacterium smegmatis,,,,1,phagesdb
altairhodgkin,gordonia terrae,,,,1,phagesdb
alterdim,mycobacterium smegmatis,,,,1,phagesdb
alterego,streptomyces griseus,,,,1,phagesdb
altfour,microbacterium foliorum,,,,1,phagesdb
althea,microbacterium foliorum,,,,1,phagesdb
altheas,microbacterium foliorum,,,,1,phagesdb
althegreat,microbacterium foliorum,,,,1,phagesdb
altjira,arthrobacter globiformis,,,,1,phagesdb
altman,mycobacterium smegmatis,OP820463,,,1,phagesdb
altostratus,arthrobacter globiformis,PV915837,,,1,phagesdb
altphacts,mycobacterium smegmatis,MG962362,,,1,phagesdb
altwerkus,mycobacterium smegmatis,MK112527,,,1,phagesdb
alucard,microbacterium foliorum,OR521072,,,1,phagesdb
alucio,streptomyces lividans,,,,1,phagesdb
aluko1021,mycobacterium smegmatis,,,,1,phagesdb
alumarl,arthrobacter globiformis,,,,1,phagesdb
alume,gordonia terrae,MZ171374,,,1,phagesdb
aluminumjesus,microbacterium foliorum,OM203157,,,1,phagesdb
alumni,gordonia terrae,,,,1,phagesdb
alvad,gordonia terrae,,,,1,phagesdb
alvaradoville,arthrobacter globiformis,,,,1,phagesdb
alvarez,arthrobacter globiformis,,,,1,phagesdb
alvaro,microbacterium paraoxydans,,,,1,phagesdb
alveoli,mycobacterium smegmatis,,,,1,phagesdb
alvin,mycobacterium smegmatis,KP027205,,,1,phagesdb
alvy,streptomyces platensis,MN234208,,,1,phagesdb
alya,curtobacterium flaccumfaciens,,,,1,phagesdb
alyahs,mycobacterium smegmatis,,,,1,phagesdb
alyakrekab,gordonia terrae,,,,1,phagesdb
alyeska,microbacterium foliorum,,,,1,phagesdb
alyomaha,gordonia rubripertincta,,,,1,phagesdb
alyssamiracle,gordonia rubripertincta,OR475254,,,1,phagesdb
alyvid,arthrobacter sp.,,,,1,phagesdb
alyxandracam,microbacterium foliorum,MN062713,,,1,phagesdb
amabiko,streptomyces scabiei,PP358748,,,1,phagesdb
amadeus,arthrobacter sp.,,,,1,phagesdb
amadi,mycobacterium smegmatis,,,,1,phagesdb
amadori5,mycobacterium smegmatis,,,,1,phagesdb
amafoodsci,mycobacterium smegmatis,,,,1,phagesdb
amagatha,gordonia rubripertincta,,,,1,phagesdb
amal,mycobacterium smegmatis,,,,1,phagesdb
amala1,gordonia terrae,,,,1,phagesdb
amalfi,arthrobacter globiformis,,,,1,phagesdb
amalu272,mycobacterium smegmatis,,,,1,phagesdb
amam,microbacterium foliorum,,,,1,phagesdb
amamba,arthrobacter sp.,,,,1,phagesdb
aman77,microbacterium foliorum,,,,1,phagesdb
amanda,mycobacterium smegmatis,,,,1,phagesdb
amandapanda,mycobacterium smegmatis,,,,1,phagesdb
amani,arthrobacter sp.,,,,1,phagesdb
amanises,arthrobacter globiformis,,,,1,phagesdb
amanium,arthrobacter globiformis,,,,1,phagesdb
amao,mycobacterium smegmatis,,,,1,phagesdb
amara,microbacterium foliorum,,,,1,phagesdb
amaranco,mycobacterium smegmatis,,,,1,phagesdb
amari,gordonia terrae,,,,1,phagesdb
amartyab,microbacterium foliorum,,,,1,phagesdb
amaryllis,microbacterium foliorum,,,,1,phagesdb
amataga,mycobacterium smegmatis,MK359338,,,1,phagesdb
amate,microbacterium foliorum,,,,1,phagesdb
amaterame,gordonia terrae,,,,1,phagesdb
amavida,arthrobacter sp.,PQ244017,,,1,phagesdb
amaya,arthrobacter globiformis,,,,1,phagesdb
amayi,streptomyces griseus,,,,1,phagesdb
amazeballz,mycobacterium smegmatis,,,,1,phagesdb
amaziah,mycobacterium smegmatis,,,,1,phagesdb
amazonite,mycobacterium smegmatis,,,,1,phagesdb
ambassador,arthrobacter globiformis,,,,1,phagesdb
ambecsalie,mycobacterium smegmatis,,,,1,phagesdb
ambela,microbacterium foliorum,,,,1,phagesdb
amber,gordonia terrae,,,,1,phagesdb
amber58,gordonia terrae,,,,1,phagesdb
amberlin,gordonia terrae,,,,1,phagesdb
ambessa,arthrobacter globiformis,,,,1,phagesdb
ambi,mycobacterium smegmatis,,,,1,phagesdb
ambition,mycobacterium smegmatis,,,,1,phagesdb
ambivalence,mycobacterium smegmatis,,,,1,phagesdb
ambrette,arthrobacter globiformis,,,,1,phagesdb
ambrose,corynebacterium xerosis,,,,1,phagesdb
ambrosia,microbacterium foliorum,,,,1,phagesdb
ambrosius,arthrobacter sp.,,,,1,phagesdb
amea,gordonia terrae,,,,1,phagesdb
ameb,microbacterium foliorum,,,,1,phagesdb
amecha,streptomyces scabiei,,,,1,phagesdb
amed001,mycobacterium smegmatis,,,,1,phagesdb
ameer,arthrobacter globiformis,,,,1,phagesdb
amela,streptomyces venezuelae,KT186228,,,1,phagesdb
amelia,arthrobacter globiformis,MN234214,,,1,phagesdb
amelie,mycobacterium smegmatis,KX808132,,,1,phagesdb
americanbeauty,mycobacterium smegmatis,PQ559664,,,1,phagesdb
americano,mycobacterium smegmatis,,,,1,phagesdb
ames,mycobacterium smegmatis,,,,1,phagesdb
amethyst,streptomyces xanthochromogenes,MF766044,,,1,phagesdb
amethyst25,mycobacterium smegmatis,,,,1,phagesdb
amexis,streptomyces mirabilis,,,,1,phagesdb
amfee,mycobacterium smegmatis,,,,1,phagesdb
amgelle,gordonia terrae,,,,1,phagesdb
amgine,mycobacterium smegmatis,MF324915,,,1,phagesdb
amheh,mycobacterium smegmatis,,,,1,phagesdb
amherst,gordonia terrae,,,,1,phagesdb
amica,gordonia terrae,,,,1,phagesdb
amici,rhodococcus erythropolis,,,,1,phagesdb
amici24,arthrobacter globiformis,PV915815,,,1,phagesdb
amicitia,mycobacterium smegmatis,,,,1,phagesdb
amidala,mycobacterium smegmatis,,,,1,phagesdb
amiga2,microbacterium foliorum,,,,1,phagesdb
amigo,arthrobacter sp.,KU160638,,,1,phagesdb
amigurumi,streptomyces lividans,,,,1,phagesdb
amika80,streptomyces griseus,,,,1,phagesdb
amin,arthrobacter globiformis,,,,1,phagesdb
aminay,mycobacterium smegmatis,MH509442,,,1,phagesdb
amira,microbacterium foliorum,,,,1,phagesdb
amiratis,mycobacterium smegmatis,,,,1,phagesdb
amiri,microbacterium foliorum,,,,1,phagesdb
amirli0702,arthrobacter globiformis,,,,1,phagesdb
amiscus,mycobacterium smegmatis,,,,1,phagesdb
amish,microbacterium foliorum,,,,1,phagesdb
amit,mycobacterium smegmatis,,,,1,phagesdb
amita,mycobacterium smegmatis,,,,1,phagesdb
amity,microbacterium foliorum,,,,1,phagesdb
amjack3,arthrobacter sp.,,,,1,phagesdb
amkeez,mycobacterium smegmatis,,,,1,phagesdb
amma,microbacterium foliorum,,,,1,phagesdb
ammit,mycobacterium smegmatis,,,,1,phagesdb
ammitshiva,streptomyces viridochromogenes,,,,1,phagesdb
ammo,mycobacterium smegmatis,,,,1,phagesdb
amo99,gordonia rubripertincta,,,,1,phagesdb
amochick,mycobacterium smegmatis,MH697577,,,1,phagesdb
amogus,gordonia terrae,,,,1,phagesdb
amohnition,mycobacterium smegmatis,MF140398,,,1,phagesdb
amok,gordonia rubripertincta,OL829977,,,1,phagesdb
amola,arthrobacter sp.,,,,1,phagesdb
amoney,mycobacterium smegmatis,,,,1,phagesdb
amongus,microbacterium foliorum,,,,1,phagesdb
amonra,mycobacterium smegmatis,,,,1,phagesdb
amontillado,mycobacterium smegmatis,,,,1,phagesdb
amoonguss,gordonia rubripertincta,,,,1,phagesdb
amore,gordonia terrae,,,,1,phagesdb
amore2,gordonia terrae,ON526973,,,1,phagesdb
amore7,mycobacterium smegmatis,,,,1,phagesdb
amoria,microbacterium foliorum,,,,1,phagesdb
amos,mycobacterium smegmatis,,,,1,phagesdb
ampa9,gordonia terrae,,,,1,phagesdb
amphads,microbacterium foliorum,,,,1,phagesdb
amphi,mycobacterium smegmatis,,,,1,phagesdb
amphitrite,arthrobacter globiformis,,,,1,phagesdb
amploria,arthrobacter globiformis,,,,1,phagesdb
ampm,microbacterium foliorum,,,,1,phagesdb
ampoint,streptomyces griseus,,,,1,phagesdb
amro,microbacterium foliorum,,,,1,phagesdb
amun,microbacterium foliorum,,,,1,phagesdb
amvada,microbacterium foliorum,,,,1,phagesdb
amyev,arthrobacter globiformis,OL549191,,,1,phagesdb
amygdala,gordonia terrae,,,,1,phagesdb
amymech,mycobacterium smegmatis,OP297533,,,1,phagesdb
an3,mycobacterium avium,MT310886,,,1,phagesdb
an9,mycobacterium avium,MT310885,,,1,phagesdb
ana13,mycobacterium smegmatis,,,,1,phagesdb
ana20,microbacterium foliorum,,,,1,phagesdb
ana2021,microbacterium foliorum,,,,1,phagesdb
anabanana,mycobacterium smegmatis,,,,1,phagesdb
anaconda,mycobacterium smegmatis,,,,1,phagesdb
anacortes,mycobacterium smegmatis,,,,1,phagesdb
anaeza,arthrobacter globiformis,,,,1,phagesdb
anaiyasedai,dietzia maris,,,,1,phagesdb
anak,mycobacterium smegmatis,,,,1,phagesdb
anakin,microbacterium foliorum,MK801731,,,1,phagesdb
anaklusmus,mycobacterium smegmatis,,,,1,phagesdb
anam,gordonia rubripertincta,,,,1,phagesdb
aname,gordonia terrae,,,,1,phagesdb
anamika,gordonia terrae,MG099935,,,1,phagesdb
anana,arthrobacter globiformis,,,,1,phagesdb
anandi,arthrobacter pascens,,,,1,phagesdb
ananica,mycobacterium smegmatis,,,,1,phagesdb
ananoelle,mycobacterium smegmatis,,,,1,phagesdb
anansi,arthrobacter sp.,KU160639,,,1,phagesdb
anarchy,mycobacterium smegmatis,,,,1,phagesdb
anarque,gordonia rubripertincta,OK216879,,,1,phagesdb
anasia,arthrobacter globiformis,,,,1,phagesdb
anaslacus,mycobacterium smegmatis,,,,1,phagesdb
anastaciya11,mycobacterium smegmatis,,,,1,phagesdb
anastasia,microbacterium foliorum,,,,1,phagesdb
anathema,mycobacterium smegmatis,,,,1,phagesdb
anatole,propionibacterium freudenreichii,KX620748,,,1,phagesdb
anaxagorus,mycobacterium smegmatis,,,,1,phagesdb
anaximander,gordonia terrae,,,,1,phagesdb
anaya,mycobacterium smegmatis,JF704106,,,1,phagesdb
anayira,mycobacterium smegmatis,,,,1,phagesdb
anaysia,gordonia terrae,OP021679,,,1,phagesdb
ancamikal,mycobacterium smegmatis,,,,1,phagesdb
anchama,gordonia terrae,,,,1,phagesdb
anchor,microbacterium foliorum,,,,1,phagesdb
anclar,gordonia terrae,MN908693,,,1,phagesdb
andalicia,mycobacterium smegmatis,,,,1,phagesdb
andalus,streptomyces azureus,,,,1,phagesdb
andarna,gordonia terrae,,,,1,phagesdb
andaroo,mycobacterium smegmatis,,,,1,phagesdb
anderson,mycobacterium smegmatis,MW534380,,,1,phagesdb
anderson418,mycobacterium smegmatis,,,,1,phagesdb
andies,mycobacterium smegmatis,MG099936,,,1,phagesdb
andon31,mycobacterium smegmatis,,,,1,phagesdb
andouille,gordonia rubripertincta,,,,1,phagesdb
andpeggy,gordonia rubripertincta,MN586036,,,1,phagesdb
andranna,mycobacterium smegmatis,,,,1,phagesdb
andre,mycobacterium smegmatis,PQ412545,,,1,phagesdb
andreas,mycobacterium smegmatis,,,,1,phagesdb
andreskyrie23,mycobacterium smegmatis,,,,1,phagesdb
andrew,arthrobacter globiformis,MH834595,,,1,phagesdb
andrewsk,mycobacterium smegmatis,,,,1,phagesdb
andrewski,microbacterium foliorum,,,,1,phagesdb
andris,streptomyces lividans,OP751147,,,1,phagesdb
androl,streptomyces griseus,,,,1,phagesdb
androme,microbacterium foliorum,,,,1,phagesdb
andromeda,mycobacterium smegmatis,,,,1,phagesdb
andromeda1,gordonia rubripertincta,,,,1,phagesdb
andromedas,microbacterium foliorum,MH590606,,,1,phagesdb
andronium,mycobacterium smegmatis,,,,1,phagesdb
andrzej,mycobacterium smegmatis,,,,1,phagesdb
andy,mycobacterium smegmatis,,,,1,phagesdb
andydandy,mycobacterium smegmatis,,,,1,phagesdb
anedea,streptomyces mirabilis,PP978811,,,1,phagesdb
aneem,mycobacterium smegmatis,MN703405,,,1,phagesdb
aneerak,mycobacterium smegmatis,,,,1,phagesdb
anees,mycobacterium smegmatis,,,,1,phagesdb
anekin,arthrobacter globiformis,PQ362682,,,1,phagesdb
anemonee,mycobacterium smegmatis,,,,1,phagesdb
anesu,mycobacterium smegmatis,,,,1,phagesdb
anfield,microbacterium paraoxydans,,,,1,phagesdb
angatalie,mycobacterium smegmatis,,,,1,phagesdb
angder,microbacterium foliorum,,,,1,phagesdb
angedelamort,mycobacterium smegmatis,,,,1,phagesdb
angel,mycobacterium smegmatis,FJ973624,,,1,phagesdb
angel2,mycobacterium smegmatis,,,,1,phagesdb
angela,streptomyces griseus,ON970591,,,1,phagesdb
angela543,arthrobacter globiformis,,,,1,phagesdb
angelbaby,arthrobacter globiformis,,,,1,phagesdb
angelcake,mycobacterium smegmatis,PV915842,,,1,phagesdb
angeled,mycobacterium smegmatis,,,,1,phagesdb
angeleyes,mycobacterium smegmatis,,,,1,phagesdb
angeli1,mycobacterium smegmatis,,,,1,phagesdb
angelica,mycobacterium smegmatis,HM152764,,,1,phagesdb
angelica3000,mycobacterium smegmatis,,,,1,phagesdb
angelicage,gordonia terrae,MH651166,,,1,phagesdb
angeliki,mycobacterium smegmatis,,,,1,phagesdb
angelily,mycobacterium smegmatis,,,,1,phagesdb
angelina,streptomyces griseus,,,,1,phagesdb
angelique,gordonia terrae,MH651167,,,1,phagesdb
angelismortis,streptomyces sanglieri,,,,1,phagesdb
angelito,mycobacterium smegmatis,,,,1,phagesdb
angelo,microbacterium foliorum,,,,1,phagesdb
angelomichael,mycobacterium smegmatis,,,,1,phagesdb
angelou,mycobacterium smegmatis,,,,1,phagesdb
angelphace,mycobacterium smegmatis,,,,1,phagesdb
angelsong,mycobacterium smegmatis,,,,1,phagesdb
angelus,mycobacterium smegmatis,,,,1,phagesdb
angelwings,mycobacterium smegmatis,,,,1,phagesdb
anger,microbacterium foliorum,,,,1,phagesdb
angercorn,mycobacterium smegmatis,,,,1,phagesdb
angetina,mycobacterium smegmatis,,,,1,phagesdb
anghus,mycobacterium smegmatis,,,,1,phagesdb
angie,mycobacterium smegmatis,,,,1,phagesdb
angle,mycobacterium smegmatis,,,,1,phagesdb
angler,streptomyces platensis,,,,1,phagesdb
anglerfish,mycobacterium smegmatis,MN119379,,,1,phagesdb
angrybiscuit,mycobacterium smegmatis,,,,1,phagesdb
angrygiraffe,streptomyces lividans,PX071750,,,1,phagesdb
angryorchard,rhodococcus erythropolis,KY549153,,,1,phagesdb
angrytot,microbacterium foliorum,,,,1,phagesdb
angstig,arthrobacter sp.,,,,1,phagesdb
angus,mycobacterium smegmatis,,,,1,phagesdb
angus242,mycobacterium smegmatis,,,,1,phagesdb
anhaaren,streptomyces griseus,,,,1,phagesdb
ani8,mycobacterium avium,MT310884,,,1,phagesdb
aniece,microbacterium foliorum,,,,1,phagesdb
aniella,mycobacterium smegmatis,,,,1,phagesdb
anigye,mycobacterium smegmatis,,,,1,phagesdb
anillo,mycobacterium smegmatis,,,,1,phagesdb
anilorac,microbacterium foliorum,,,,1,phagesdb
animal,mycobacterium smegmatis,,,,1,phagesdb
animalking,microbacterium foliorum,,,,1,phagesdb
animaltree,curtobacterium flaccumfaciens,,,,1,phagesdb
anime,microbacterium foliorum,,,,1,phagesdb
animus,streptomyces griseus,MN234192,,,1,phagesdb
anina,mycobacterium smegmatis,,,,1,phagesdb
aniraj,gordonia terrae,,,,1,phagesdb
aniron,gordonia rubripertincta,,,,1,phagesdb
anisar,mycobacterium smegmatis,,,,1,phagesdb
anishaad,mycobacterium smegmatis,,,,1,phagesdb
anita,arthrobacter sp.,,,,1,phagesdb
anitapearl,rhodococcus equi,,,,1,phagesdb
anitaq2,mycobacterium smegmatis,,,,1,phagesdb
anjali,arthrobacter globiformis,MK016490,,,1,phagesdb
anjanette,mycobacterium smegmatis,,,,1,phagesdb
anjelly,mycobacterium smegmatis,,,,1,phagesdb
anjig28,mycobacterium smegmatis,,,,1,phagesdb
anju3,gordonia terrae,,,,1,phagesdb
anjuu,microbacterium foliorum,,,,1,phagesdb
anka,microbacterium foliorum,,,,1,phagesdb
ankh,arthrobacter globiformis,,,,1,phagesdb
anko,microbacterium foliorum,,,,1,phagesdb
ankylo,mycobacterium smegmatis,,,,1,phagesdb
ankylosaurus,mycobacterium smegmatis,,,,1,phagesdb
anline,microbacterium foliorum,,,,1,phagesdb
anluma,mycobacterium smegmatis,,,,1,phagesdb
anma,mycobacterium smegmatis,,,,1,phagesdb
ann13,arthrobacter globiformis,,,,1,phagesdb
anna,mycobacterium smegmatis,,,,1,phagesdb
annabella,mycobacterium smegmatis,,,,1,phagesdb
annabelle,mycobacterium smegmatis,,,,1,phagesdb
annabellee,arthrobacter globiformis,PV940993,,,1,phagesdb
annabeth,streptomyces griseus,,,,1,phagesdb
annabeths,arthrobacter globiformis,,,,1,phagesdb
